"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"Maybe somewhere you can finally find a friend...","Moth","Maybe somewhere you can finally find a friend...","Vielleicht findest du auch irgendwo einen Freund.","Ou quelque part où tu pourras enfin te faire des amis...","Magari in un posto dove troverai finalmente un amico...","Agian azkenean zuretzako lagun bat aurkitzeko moduko lekuren bat...","Куда-нибудь, где ты сможешь наконец найти друзей...","友とよべる ひとも いるかもしれない ばしょで……","Onde você possa encontrar um amigo…","也许在那里你终于能交到朋友了……"
"But you leave now!","Moth","But you leave now!","Aber jetzt verschwindest du!","Mais dans tous les cas, on ne veut plus te voir !","Ma ora vattene!","Baina orain, ospa!","Но убирайся немедленно!","でも今は ここを出ていけ！","Mas, por ora, você precisa partir!","但是你现在必须离开！"
"Before I change my mind...","Moth","Before I change my mind...","Bevor ich es mir anders überlege …","Va-t'en, avant que je change d'avis...","Prima che cambi idea...","Zoaz nik iritziz aldatu baino lehen...","Пока я не передумал...","ぼくの気が かわる前に……","Antes que eu mude de ideia…","不然我就要改变主意了……"
"Oh my... that was scary!","Moth","Oh my... that was scary!","Oh, das war wirklich furchterregend!","Oh là là... J'ai eu une de ces peurs !","Oh, mamma... Che fifa!","Ene... ikaragarria izan da!","Ох... это было очень страшно!","ああ……こわかった！","Minha nossa… isso foi assustador!","天啊……太吓人了！"
"I wasn't sure I'd be able to talk to him, but I did it!","Moth","I wasn't sure I'd be able to talk to him, but I did it!","Ich hätte nicht gedacht, dass ich mit ihm reden kann, aber ich habe es geschafft!","Je n'étais pas sûr d'arriver à lui parler, mais j'ai réussi !","Non ero sicura che sarei riuscita a parlargli, ma ce l'ho fatta!","Ez nuen uste berari hala hitz egiteko gai izango nintzenik, baina egin dut!","Я не был уверен, что смогу пообщаться с ним, но у меня получилось!","あれと話をできる気が しなかった。でも、できたよ！","Achei que não teria coragem de falar com ele, mas eu consegui!","我都不确定自己敢跟他说话，但是我做到了！"
"Thank you, buddy.","Moth","Thank you, buddy.","Danke, Buddy.","Merci beaucoup, copine.","Grazie, amica mia.","Milesker, laguntxo.","Спасибо, подруга.","ありがとう。おちびさん。","Só tenho a agradecer, amiguinha.","谢谢你，小家伙。"
"And thank you too, buddy's boyfriend!","Moth","And thank you too, buddy's boyfriend!","Und danke auch dir, Buddys Freund.","Et merci à toi aussi, le petit ami de ma copine !","E anche a te, fidanzato della mia amica!","Eta milesker zuri ere, laguntxoaren mutil-lagun!","И спасибо тебе, парень подруги!","そして おちびさんの大切なきみにも ありがとう！","E a você também, amiguinho!","也谢谢你，小家伙的男朋友！"
"Your brave actions gave me the courage to finally stand up to that menace!","Moth","Your brave actions gave me the courage to finally stand up to that menace!","Deine kühnen Taten haben mich dazu ermutigt, mich endlich dieser Plage zu stellen!","Vos actes héroïques m'ont donné le courage d'affronter enfin cette menace !","È merito del tuo eroismo, se ho trovato il coraggio di dire basta, ragnetta!","Zuen ekintza ausartek mehatxu horri aurre egiteko adorea eman didate!","Твоя храбрость дала мне силы противостоять этому злу!","きみたちに ゆうきを もらって ようやく あの おそろしい鳥に 立ちむかうことが できたよ。","Suas ações me deram a coragem necessária para enfrentar essa ameaça!","你们的英勇举动给了我勇气，让我终于敢面对那个祸害了！"
"Our home is a little bit safer today, thanks to you.","Moth","Our home is a little bit safer today, thanks to you.","Unsere Heimat ist dank dir ein bisschen sicherer geworden.","Grâce à vous, on est un peu plus en sécurité, maintenant.","Grazie a te, ora la nostra casa è più sicura.","Gure etxea orain pixkat seguruagoa da, zuei esker.","Благодаря вам в нашем доме стало безопаснее.","ぼくらの くらしも ちょっぴり あんぜんに なった。ありがとう。","Nosso lar está um pouco mais seguro agora, graças a você.","多亏了你们，我们的家园更安全了一点。"
"Work has been tough since the fire ants raided.","Generic ant","Work has been tough since the fire ants raided.","Seit dem Überfall der Feuerameisen gibt es viel zu tun.","On travaille dur, depuis l'attaque des fourmis rouges.","Dopo l'attacco delle formiche rosse, non facciamo che sgobbare.","Gogor lan egin behar izan dugu suzko inurrien oldarralditik hona.","После налета огненных муравьев у нас было много работы.","ヒアリに おそわれてからは キツい しごとばっかりだ。","Estamos trabalhando em dobro desde a invasão das formigas-de-fogo.","火蚁袭击后，我们的工作变得非常辛苦。"
"Comrade Freddy is the oldest ant in the nest!","Generic ant","Comrade Freddy is the oldest ant in the nest!","Genossin Freddy ist die älteste Ameise im Nest!","Camarade Freddy est la plus vieille fourmi de la fourmilière !","Il compagno Freddy è il più anziano del formicaio.","Freddy burkidea habiako inurririk zaharrena da!","Товарищ Фредди — самая старая жительница муравейника!","同志（どうし）フレディは、この すで 一番年上のアリなんだ。","A camarada Freddy é a formiga mais velha do ninho!","弗雷迪同志是蚁穴中最年长的蚂蚁！"
"She's an ANTique!","Generic ant","She's an ANTique!","Sie ist eine greise Ameise!","C'est une FOURMI-llénaire !","Si vede... Non rispetta mai la fila!","ANTZINurria da!","Она просто доистомуравьическая!","アリえないぐらい長生きだよ！","É uma formiga de respeito!","她是只古蚁！"
"Gotta keep moving!","Generic ant","Gotta keep moving!","Muss in Bewegung bleiben!","Allez, on se bouge !","Non posso fermarmi!","Ezin gelditu!","Нам пора идти!","しごとだ、しごと！","Não posso parar agora!","我要继续干活了！"
"Have you seen the Mech-Ant?","Generic ant","Have you seen the Mech-Ant?","Hast du die Robomeise gesehen?","As-tu vu la fourmi-méca ?","Hai visto la Formecha?","Ikusi duzu Inurri Mekanikoa?","Ты видела мехмура?","メカアントは見たかい？","Já viu a Formiga-mecânica?","你看到机械蚁了吗？"
"It's quite a marvel!","Generic ant","It's quite a marvel!","Ein ganz schönes Wunder!","Elle est FOURMI-dable !","È meravigliosa!","Zoragarria da!","Великолепное зрелище!","なかなか すごいよな！","É uma belezinha, não acha?","真是个奇迹！"
"G'day!","Generic ant","G'day!","Hallöchen!","Bien le bonjour !","Buondì!","Iep!","Привет!","よう！","Dia!","你好！"
"Can't talk right now, sorry!","Generic ant","Can't talk right now, sorry!","Keine Zeit zum Reden, tut mir leid!","Je suis trop occupée pour parler, désolée !","Adesso non posso parlare, scusa!","Orain ezin dut hitz egin, barkatu!","Извини, не могу сейчас говорить.","ごめん。今は いそがしい！","Não posso falar agora, desculpe!","现在不能聊天，抱歉！"
"I don't like leaving the nest.","Generic ant","I don't like leaving the nest.","Ich verlasse das Nest nicht gern.","Je n'aime pas quitter la fourmilière.","Non mi piace uscire dal formicaio.","Ez zait gustatzen habiatik ateratzea.","Я не люблю покидать муравейник.","すの 外に出るのは いやだな。","Eu não gosto de sair do ninho.","我不喜欢离开蚁穴。"
"I'm not very independANT","Generic ant","I'm not very independANT","Ich bin keine Reise-Ameise.","Je préfère rester avec les autres fourmis.","Fuori è una giungla!","HABIAzuloa naiz","Я тут заМУРАВалась.","自立心アリってタイプじゃなくって……","Sou uma formiga bem caseira.","我不是特别独立的蚂蚁。"
"Reporting for duty!","Generic soldier ant","Reporting for duty!","Melde mich zum Dienst!","Au rapport !","A rapporto!","Hemen nator, lanerako prest!","Пост приняла!","ちゃくにん いたしました！","Se apresentando!","向您报道！"
"We're going to show those fire ants!","Generic soldier ant","We're going to show those fire ants!","Wir werden es diesen Feuerameisen zeigen!","On va montrer ce qu'on sait faire à ces fourmis rouges !","Le facciamo nere quelle formiche rosse!","Suzko inurri horiei eskarmentua emango diegu!","Мы покажем этим огненным муравьям!","ヒアリどもに、思い知らせて やりましょう！","Vamos dar uma lição naquelas formigas-de-fogo!","我们要让那帮火蚁看看！"
"Ready to serve!","Generic soldier ant","Ready to serve!","Bereit zum Dienst!","Prête à passer à l'action !","Pronta a servire!","Zure zerbitzura!","Готова к труду и обороне!","しゅつどうじゅんびは できています！","Aguardando ordens!","随时待命！"
"Thanks for helping with the assembly.","Generic soldier ant","Thanks for helping with the assembly.","Danke für deine Hilfe bei der Montage.","Merci de nous avoir aidées pour l'assemblage.","Grazie dell'aiuto con l'assemblaggio.","Eskerrik asko muntaketan laguntzeagatik,","Спасибо за помощь со сборкой.","くみたての おてつだいに かんしゃいたします。","Valeu por ajudar na montagem.","谢谢你帮忙组装。"
"I'm still going through the checklist in here!","Generic soldier ant","I'm still going through the checklist in here!","Ich gehe hier noch die Checkliste durch.","Je continue de vérifier ce qu'il y a sur la liste !","Sto ancora controllando che sia tutto in ordine!","oraindik egitekoen zerrenda osatzen nabil!","Я все еще проверяю список!","まだチェックリストを かくにん中です！","Ainda estou revisando os itens da lista!","我还在核对检查清单！"
