"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"Later!","Golden orb weaver spider","Later!","Bis später!","Gero arte!","Ci vediamo!","¡Nos vemos!","До скорого!","じゃあね！","Até mais!","回见了！"
"Find all the golden webs","Golden orb weaver spider","Find all the golden webs","Finde alle goldenen Netze","Bilatu urrezko amaraun guztiak","Trova tutte le ragnatele dorate","Encuentra todas las telarañas doradas","Найти все золотые паутины","金のすを すべて見つける","Encontre todas as teias douradas","找到所有金色的网"
"You again?","Golden orb weaver spider","You again?","Du schon wieder?","Zu berriro?","Ancora tu?","¿Otra vez tú?","Опять ты?","またかい？","Você de novo?","又是你？"
"I better get better at hiding these!","Golden orb weaver spider","I better get better at hiding these!","Ich muss mir beim Verstecken mehr Mühe geben!","Hauek hobeto ezkutatzen hasi beharko naiz!","Devo cercare di nasconderle meglio!","¡Voy a tener que ponerme las pilas a la hora de esconderlas!","Мне нужно получше их прятать!","もっと うまく すを かくさないと！","Tenho que esconder melhor essa teias!","我最好要提高一下藏网技术！"
"No way you'll find my next one!","Golden orb weaver spider","No way you'll find my next one!","Das nächste findest du auf keinen Fall!","Ez duzu hurrengorik aurkitu, ez!","La prossima non la trovi di sicuro!","¡Te será imposible encontrar la siguiente!","Но тебе ни за что не найти еще одну!","つぎは ぜったいに見つからないから！","Impossível você encontrar a próxima!","你绝对找不到下一个！"
"No way!","Golden orb weaver spider","No way!","Unmöglich!","Ez horixe!","Impossibile!","¡Imposible!","Не может быть!","なんでぇ?!","Ah, tá brincando!","绝对！"
"You found me again!","Golden orb weaver spider","You found me again!","Du hast mich schon wieder gefunden!","Berriro aurkitu nauzu!","Mi hai trovato ancora!","¡Me has vuelto a encontrar!","Ты опять нашла меня!","また見つけられちゃった！","Me achou de novo!","你又找到我了！"
"You must have great eyesight!","Golden orb weaver spider","You must have great eyesight!","Du hast ganz schön scharfe Augen!","Belatzaren ikusmena daukazu!","Devi avere una vista fuori dal comune!","¡Tienes una vista increíble!","Видимо, у тебя отличное зрение!","よっぽど目が いいんだな！","A sua visão deve ser muito boa!","你肯定有超凡视力！"
"I'll have to put my all into the next spot.","Golden orb weaver spider","I'll have to put my all into the next spot.","Für mein nächstes Versteck muss ich alles geben.","Hurrengo gordelekua ondo bilatu beharko dut.","La prossima volta devo mettercela tutta.","Voy a tener que darlo todo la próxima vez.","Я сделаю все, чтобы ты не нашла еще одно секретное место.","つぎの かくればしょは、本気出して えらばないと。","Vou precisar me dedicar ao máximo no próximo esconderijo.","我要在下一个地点上全力以赴。"
"Wow, okay, I give up!","Golden orb weaver spider","Wow, okay, I give up!","Boah, okay. Ich gebe auf.","Zer? Aski da, amore ematen dut!","Va bene, via, mi arrendo!","Vale, vale, ¡me rindo!","Невероятно! Хорошо, я сдаюсь.","わかった、わかった。こうさんだ！","Uau! Beleza. Eu desisto!","哇，好吧，我放弃！"
"You're obviously going to find me wherever I hide!","Golden orb weaver spider","You're obviously going to find me wherever I hide!","Du wirst mich überall finden, egal wie ich mich anstrenge.","Argi dago edonon ezkutatzen naizela ere, aurkituko nauzula!","Ho capito che mi troveresti anche in capo al mondo!","¡Está claro que me vas a encontrar dondequiera que me esconda!","От тебя не спрячешься!","どこに かくれても、見つけられちゃうんだから！","Não importa onde eu me esconda, você sempre vai me achar!","看来不管我藏在哪，你都能找到！"
"Here, take your prize.","Golden orb weaver spider","Here, take your prize.","Hier, nimm deine Belohnung.","Tori, sari bat merezi duzu.","Ecco, tieni il premio.","Toma, aquí tienes tu premio.","Вот, держи свой приз.","はい。しょうひんを どうぞ。","Aqui! Pegue este prêmio!","给你，这是你的奖品。"
"Congratulations, hide and seek champion!","Golden orb weaver spider","Congratulations, hide and seek champion!","Meinen Glückwunsch, Versteckspielprofi!","Bejondeizula, bilaketan txapelduna zara!","Congratulazioni, campionessa di nascondino!","¡Enhorabuena, campeona del escondite!","Поздравляю тебя, победительница игры в прятки!","おめでとう。きみが かくれんぼチャンピオンだ！","Parabéns, campeã do esconde-esconde!","恭喜你，躲蛛蛛冠军！"
"Oh gosh! Have you seen any little spiders around here?","Wolf spider","Oh gosh! Have you seen any little spiders around here?","Oh! Hast du hier zufällig kleine Spinnen gesehen?","Oi, ez! Ikusi duzu armiarma-kumerik inguruan?","Oh, cielo! Hai visto i miei piccoli qui attorno?","¡Ay, vaya! ¿Has visto a alguna arañita por aquí?","Ох! Ты не видела здесь маленьких пауков?","ああ どうしよう！　このあたりで小さなクモたちを見かけなかった？","Minha nossa! Você viu alguma aranhinha por aqui?","天呀！你在附近见过我家的小蜘蛛吗？"
"My babies got startled when that big bird flew by and they've scattered all over the bush!","Wolf spider","My babies got startled when that big bird flew by and they've scattered all over the bush!","Der große Vogel ist vorbei geflogen und hat meine Babys erschreckt. Jetzt sind sie im ganzen Wald verteilt!","Ene kumeak ikaratu egin dira txoritzar hori hegan azaldu denean, eta basoan zehar barreiatu dira!","Si sono spaventati, quando è passato quell'uccellaccio e si sono sparpagliati per tutta la foresta!","¡Mis crías se han asustado cuando ha salido volando ese gran pájaro y se han dispersado por todo el bosque!","Мои детишки испугались, когда прилетела огромная птица, и бросились врассыпную по всему кусту!","大きな鳥が とんできたせいで、子どもたちが びっくりして、ヤブの中で ちりぢりに なってしまったの！","Meus bebês se assustaram tanto quando aquele pássaro gigante apareceu que acabaram se espalhando por aí!","那只大鸟飞过来的时候，我的孩子们都吓坏了，现在全都分散在灌木上！"
"Please, if you find any, bring them back to me!","Wolf spider","Please, if you find any, bring them back to me!","Bitte bring sie zu mir zurück, wenn du sie findest.","Arren, ikusten badituzu, ekar itzazu nigana!","Ti prego, se dovessi trovarli, riportali da me!","¡Por favor, si encuentras a alguna, tráemela!","Пожалуйста, приведи их ко мне, если найдешь!","おねがい。1 ぴきでも見つけたら、わたしのところに つれてきて！","Se encontrar algum deles, por favor, traga-os de volta!","拜托了，如果你能找到，请把他们带回我身边！"
"They're too young to be off on their own.","Wolf spider","They're too young to be off on their own.","Sie sind noch zu klein, um sich allein durchzuschlagen.","Gazteegiak dira euren kabuz ibiltzeko.","Sono troppo piccoli per stare da soli.","Son demasiado pequeñas para estar por su cuenta.","Они еще маленькие и не выживут в одиночку.","あの子たちは、ひとりで生きていくには まだ小さすぎるのよ。","Eles são muito pequenos pra ficarem por aí sozinhos.","他们还太小，不能独立生存。"
"Return the wolf spider's babies","Journal quest text","Return the wolf spider's babies","Bringe die Babys der Wolfspinne zurück","Bueltatu otso-armiarmari bere kume guztiak","Riporta i piccoli di ragno lupo alla loro mamma","Devuélvele sus crías a la araña lobo","Отыскать детей паука-волка","コモリグモの子どもたちをつれかえる","Resgate os bebês da aranha-lobo","带回狼蛛宝宝"
"My babies!","Wolf spider","My babies!","Meine Babys!","Ene kumeak!","I miei piccoli!","¡Mis crías!","Мои маленькие!","わたしの子どもたち！","Meus bebês!","我的宝贝们！"
"Oh thank you so much!","Wolf spider","Oh thank you so much!","Oh, vielen, vielen Dank!","Oi, milesker anitz!","Oh, grazie mille!","¡Ay, muchísimas gracias!","Спасибо тебе огромное!","ああ、本当に ありがとう！","Ah, muito obrigada!","太感谢你了！"
"These little ones ballooned off when that big bird flew by.","Wolf spider","These little ones ballooned off when that big bird flew by.","Die Kleinen sind abgehauen, als der große Vogel vorbeigeflogen kam.","Ene txikitxoek ihes egin dute txoritzar hori hegan azaldu denean.","Questi piccoletti sono schizzati via, appena è passato quell'uccellaccio.","Estas pequeñinas se espantaron cuando pasó volando el gran pájaro.","Мои малыши разбежались, когда прилетела огромная птица.","この子たち あの大きな鳥に おどろいて ちりぢりに なっちゃったのよ。","Essas pequeninas saíram voando quando aquele pássaro enorme passou voando.","那只大鸟飞过来的时候，这些小家伙们飞快地逃走了。"
"But they're far too young to be off on their own.","Wolf spider","But they're far too young to be off on their own.","Aber für ein Abenteuer allein sind sie zu klein.","Baina gazteegiak dira euren kabuz ibiltzeko.","Ma sono troppo piccoli per stare da soli!","Pero son demasiado pequeñas para estar por su cuenta.","Но они еще слишком маленькие, чтобы выжить в одиночку.","でも ひとりで生きていくには まだ小さすぎるの。","Elas são pequenas demais pra ficarem por aí sozinhas.","但是他们还太小，不能独立生存。"
