"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"Maybe this new princess will drive out the bird and build her hive over that horrible Sky Bower!","Moth","Agian printzesa berriak txoritzarra kanporatuko du, eta erlauntza berria eraikiko Zeruko Pergola zantar horren gainean!","Vielleicht vertreibt die neue Prinzessin diesen Vogel und baut ihren Stock über der schrecklichen Himmelslaube!","Peut-être que cette princesse chassera l'oiseau et construira sa ruche sur son horrible Jardin céleste !","Immagina se questa principessa riuscisse a scacciare quell'uccello e a colonizzare il Giaciglio celeste!","¡Tal vez esta nueva princesa expulse al pájaro y construya su colmena sobre esa horrible Pérgola Celeste!","Может быть, новая принцесса сможет прогнать птицу и построить там свой улей вместо этого ужасного Небесного Шалаша!","新しい王女さまは、鳥を おいだして、みにくい空のあずまやも かくれちゃうくらいの すを 作ってくれるかもしれない。","Talvez essa nova princesa consiga expulsar o pássaro e construir a colmeia dela na terrível Pérgula Celeste!","也许这个新的公主蜂能赶走那只鸟，并在恐怖的天之园上面建立她的蜂群！"
"That would be a happy day indeed!","Moth","Ospatzeko moduko eguna izango da hori!","Das wäre in der Tat ein frohes Ereignis!","Ce serait vraiment une bonne chose !","Ah, sarebbe un giorno memorabile!","¡Sería algo digno de celebración!","Это будет лучший день в моей жизни!","そうなったら とても うれしいなあ！","Seria um dia inesquecível!","那绝对是让虫开心的一天！"
"Hi Buddy! These ants showed up just ahead of you.","Moth","Aupa laguntxo! Inurri hauek zu iritsi baino une bat lehenago azaldu dira.","Hey, Buddy! Diese Ameisen sind kurz vor dir hier aufgetaucht.","Salut, copine ! Ces fourmis sont arrivées juste avant toi.","Ciao, amica! Queste formiche sono arrivate un attimo prima di te.","¡Hola, amiga! Estas hormigas han aparecido justo antes que tú.","Привет, подруга! Муравьи только что здесь были.","やあ おちびさん！　アリたちは もう来ているよ。","Oi, amiguinha! Essas formigas chegaram aqui um pouco antes de você.","嗨，芭蒂！那些蚂蚁比你先到了。"
"Made quick work of the tree!","Moth","Bizkor amaitu dituzte zuhaitzeko lanak!","Haben mit dem Baum kurzen Prozess gemacht.","Elles se sont vite occupées de l'arbre !","Sono state veloci a scalare l'albero!","¡Han acabado rápido con ese árbol!","Вмиг взобрались на дерево!","すごいスピードで、木の さぎょうを していったよ！","E tomaram conta da árvore!","在树上进行了一些快速工作！"
"They've been badgering me with these designs for ages, but I've not had the courage to let them try it.","Moth","Aspaldian dabiltza diseinu horrekin bueltaka ni gogaitzen, baina gaur arte ez naiz inoiz ausartu baimena ematera.","Sie zeigen mir seit Ewigkeiten immer wieder neue Pläne, aber bisher hatte ich nicht den Mut, sie es versuchen zu lassen.","Cela fait des années qu'elles me tannent pour faire ce projet, mais je n'ai jamais eu le courage de les laisser essayer.","Sono anni che mi tempestano di progetti di questo genere, ma non ho mai avuto il coraggio di lasciarle fare.","Llevan mucho tiempo dándome la lata con estos diseños, pero no me había atrevido a dejarlas intentarlo.","Они давно уже надоедали мне со своими планами, но я никак не мог набраться храбрости.","このデザインを ずっと おすすめされてたんだけど、ぼくは なかなか ゆうきが出なくてね。","Elas vêm me importunando com esses projetos há muito tempo, mas não tive coragem de dar o aval.","他们已经拿着那些计划跟我软磨硬泡了好几年了，但是我一直没勇气允许他们尝试。"
"I'm glad you're helping each other though. Their plans seem solid... even if they're too bold for me!","Moth","Pozten nau elkar laguntzen ari zaretela ikusteak. Haien planak itxura ona dauka... nire gusturako setatsuegiak diren arren!","Aber ich bin froh, dass ihr euch helft. Ihr Plan scheint solide zu sein, auch wenn er mir etwas zu waghalsig vorkommt.","Je suis tout de même content que vous vous entraidiez. Leurs plans semblent bien fichus... mais quand même très risqués !","Sono felice che vi stiate aiutando a vicenda. Il loro è un buon piano... anche se un pelo troppo audace!","Me alegra que os hayáis ayudado mutuamente. Sus planes parecen de fiar..., ¡aunque sean muy atrevidos para mí!","Я рад, что вы помогаете друг другу. Мне кажется, план у них хороший... хоть и слишком смелый для меня!","ともかく きみたちが たすけあっているようで うれしいよ。アリたちの けいかくは しっかりしてそうだ……ぼくには ちょっとダイタンすぎるけどね！","Fico feliz que estejam se ajudando. Os planos delas parecem sólidos… mesmo que um tanto mirabolantes!","我很高兴你们能互相帮助。他们的计划看上去很靠谱……虽然对我来说还是太大胆了！"
"Wow! What a dramatic entrance!","Moth","Hara! Hori bai sarrera dramatikoa!","Oha, was für ein dramatischer Auftritt!","Ouah ! Quelle arrivée spectaculaire !","Wow! Che entrata a effetto!","¡Vaya, qué entrada tan dramática!","Ух ты! Вот это драматичный выход!","わあ！　おどろいたな！","Uau! Que entrada explosiva!","哇！多么戏剧化的登场啊！"
"Looks like I have another new friend to share this tree with.","Moth","Badirudi zuhaitz hau partekatzeko adiskide berri bat aurkitu dudala.","Offenbar teile ich diesen Baum jetzt mit einem neuen Freund.","On dirait bien que j'ai un nouvel ami avec qui partager cet arbre.","Sembra che dovrò condividere quest'albero con un nuovo amico.","Parece que tengo otro nuevo amigo con el que compartir este árbol.","Кажется, на этом дереве у меня появился новый друг.","また 新しい なかまを、木に おむかえすることに なりそうだね。","Arranjei mais um amigo com quem compartilhar essa árvore.","看来我多了一个可以分享这棵树的新朋友。"
"He doesn't seem to be leaving anytime soon.","Moth","Ez dirudi laster alde egiteko asmoa duenik.","So schnell scheint er nicht gehen zu wollen.","Il n'a pas l'air de vouloir partir.","Non mi pare che abbia fretta di andarsene.","No tiene pinta de que se vaya a ir pronto.","Похоже, он не собирается отсюда уходить.","とうぶん ここを はなれる気は なさそうだ。","Acho que ele não vai sair daqui tão cedo.","他看上去短时间内不会离开了。"
"And you have all the fuel you'd ever need to go save your boyfriend!","Moth","Eta zuk mutil-laguna salbatzera joateko behar zenuen erregai guztia lortu duzu!","Und du hast den nötigen Treibstoff, um deinen Freund zu retten.","Et tu as tout le carburant nécessaire pour aller sauver ton amoureux !","E tu hai tutto il carburante che ti serve per salvare il tuo fidanzato!","¡Y tienes todo el combustible que necesitas para ir a salvar a tu novio!","Теперь у тебя достаточно топлива, чтобы спасти своего возлюбленного!","こいグモを たすけに行くのに じゅうぶんすぎるほどの ねんりょうも、手に入ったじゃないか！","E agora você tem todo o combustível de que precisa pra salvar o seu namorado!","你已经有足够去救你男朋友的燃料啦！"
"This day is looking up for us, hey buddy?","Moth","Gaurko eguna gure alde dugu, ezta, laguntxo?","Das ist ein guter Tag für uns, was, Buddy?","La journée s'annonce bien, hein copine ?","Questo giorno ci sorride, eh, amica?","No va nada mal el día, ¿eh, amiga?","Подруга, похоже, это наш день.","ぼくらの ラッキーデーかも？","Esse dia tá saindo melhor que a encomenda, né, amiguinha?","这一天看上去越来越有希望了，是吧，小家伙？"
"Well buddy, it looks like you've got all you need to head out now.","Moth","Tira, laguntxo, dirudienez behar duzun guztia daukazu erreskatera abiatzeko.","Also, Buddy, du scheinst jetzt alles für deine Reise zu haben.","Bon, je crois que tu as tout ce qu'il te faut pour te mettre en route.","Beh, amica, finalmente hai tutto quello che ti serve per partire.","Bueno, amiga, parece que tienes todo lo que necesitas para partir ya.","Отлично, подруга! Кажется, у тебя есть все, что нужно для путешествия.","ひつようなものが すべて そろったみたいだね おちびさん。","Então, amiguinha, acho que você já tem tudo de que precisa pra seguir viagem.","好了，小家伙，你出发需要的东西应该准备齐了。"
"I wish you and your boyfriend a swift reunion!","Moth","Mutil-lagunarekin elkartze atsegina opa dizut!","Hoffentlich bist du bald wieder mit deinem Freund vereint!","Je te souhaite de belles retrouvailles avec ton compagnon !","Ti auguro di riunirti presto al tuo amato!","¡Espero que tu novio y tú os reunáis pronto!","Желаю тебе и твоему любимому скорейшего воссоединения!","きみと こいグモが すぐに会えますように！","Espero que você e o seu namorado se reencontrem o quanto antes!","希望你和男朋友能早日重聚！"
"Good luck!","Moth","Zorte on!","Viel Glück!","Bonne chance !","Buona fortuna!","¡Buena suerte!","Удачи!","がんばって！","Boa sorte!","祝你好运！"
"Good luck on your journey!","Moth","Zorte on zure egitekoarekin!","Viel Glück auf deiner Reise!","Bon courage pour ton aventure !","Fai buon viaggio!","¡Buena suerte en tu viaje!","Хорошего пути!","きみの ぼうけんに こううんを！","Boa sorte na sua jornada!","祝你旅途顺利！"
"!!!","Golden orb weaver spider","!!!","!!!","!!!","!!!","¡¡!!","!!!","!!!","!!!","！！！"
"You found one of my webs!","Golden orb weaver spider","Nire amaraunetako bat aurkitu duzu!","Du hast eines meiner Netze gefunden!","Tu as trouvé une de mes toiles !","Hai trovato una delle mie ragnatele!","¡Has encontrado una de mis telarañas!","Ты нашла одну из моих паутин!","すを見つけられちゃったか！","Você encontrou uma das minhas teias!","你找到了我的一个网！"
"Bet you can't find my next one!","Golden orb weaver spider","Baina ezetz hurrengorik aurkitu!","Ich wette, das nächste findest du nicht!","Je parie que tu ne trouveras jamais la prochaine !","Scommetto che non troverai mai la prossima!","¡Seguro que no puedes encontrar la siguiente!","Спорим, ты не сможешь отыскать еще одну!","でも つぎのは ぜったいに見つからないぞ！","Aposto que não consegue encontrar a próxima!","你肯定找不到下一个！"
