Context Note (not to translate),Speaker,English,Japanese,Korean,Simplified Chinese,Russian,Italian,French,German,Portuguese,Spanish,Traditional Chinese,Polish,Norwegian,Basque,File name,Line number
,DarkFigure,I wonder<10>.<10>.<10>.<30>,ボクは<10>.<10>.<10>.<30>,만약<10>…<10>…,我想知道<10>.<10>.<10>.<30>,Интересно<10>.<10>.<10>.<30>,Mi domando<10>.<10>.<10>.<30>,Me pregunto si<10>.<10>.<10>.<30>,Ich frage mich <10>.<10>.<10>.<30>,Imagino<10>.<10>.<10>.<30>,Me pregunto si<10>.<10>.<10>.<30>,我想知道<10>.<10>.<10>.<30>,Zastanawiam się<10>.<10>.<10>.<30>,Jeg undres<10>.<10>.<10>.<30>,Zalantza dut<10>.<10>.<10>.<30>,Dungeon2Entrance/darkFigure,68
,DarkFigure,If<10>.<10>.<10>. I have chosen the right path<10>.<10>.<10>.,正しい道を<10>.<10>.<10>.歩んでいるのか<10>.<10>.<10>.,만약 내가<10>…<10>… 올바른 선택을 했더라면<10>…<10>…,如果<10>.<10>.<10>.我选择了正确的道路<10>.<10>.<10>.,Верный ли<10>.<10>.<10>. Верный ли я выбрал путь<10>.<10>.<10>.,Se<10>.<10>.<10>. se ho scelto la giusta via<10>.<10>.<10>.,Si<10>.<10>.<10>. he elegido la senda apropiada<10>.<10>.<10>.,Ob <10>.<10>.<10>. ich den richtigen Weg gewählt habe <10>.<10>.<10>.,Se<10>.<10>.<10>. Escolhi o caminho certo<10>.<10>.<10>.,Si<10>.<10>.<10>. he elegido la senda apropiada<10>.<10>.<10>.,如果<10>.<10>.<10>.我選擇了正確的道路<10>.<10>.<10>.,czy<10>.<10>.<10>. wybrałem właściwą drogę<10>.<10>.<10>.,Om<10>.<10>.<10>. jeg har gjort de riktige valgene<10>.<10>.<10>.,Ea<10>.<10>.<10>. bide ona aukeratu ote dudan<10>.<10>.<10>.,Dungeon2Entrance/darkFigure,68
,DarkFigure,<30>.<30>.<30>.,<30>.<30>.<30>.,<10>…<10>…,<30>.<30>.<30>.,<30>.<30>.<30>.,<30>.<30>.<30>.,<30>.<30>.<30>.,<30>.<30>.<30>.,<30>.<30>.<30>.,<30>.<30>.<30>.,<30>.<30>.<30>.,<30>.<30>.<30>.,<30>.<30>.<30>.,<30>.<30>.<30>.,Dungeon2Entrance/darkFigure,73
,Alphonse,Was <30>that an acquaintance of yours?,今のは<30>知り合いか？,"선생, <30>아는 사이인가?",那个人<30>你们认识吗？,<30>Это был твой знакомый?,Un vostro conoscente?,¿Lo <30>conocías?,"War <30>das jemand, den Ihr kennt?",Era <30>algum conhecido seu?,¿Lo <30>conocías?,那個人<30>你們認識嗎？,Czy <30>to był jakiś twój znajomy?,Var <30>det en bekjent av dere?,Tipo hori... <30>zuen ezagunen bat?,Dungeon2Entrance/darkFigure,104
,Mechanic,Nope.,いや。,아니.,不。,Нет.,Cosa? No.,Nop.,Nö.,Não.,Nop.,不。,Nie.,Niks.,Ez ba.,Dungeon2Entrance/darkFigure,125
,Mechanic,He sure knows his owl history though...,フクロウの歴史に詳しいみたいだけど...,그래도 아울 역사를 잘 아는 사람이네…,不过他倒是很了解猫头鹰的历史嘛……,Но он хорошо знаком с историей сов...,Però di sicuro conosce la storia dei gufi...,Aunque sabe mucho de la historia de los búhos.,Aber er kennt sich gut mit der Geschichte der Eulen aus ...,"Bem, ele parece saber bastante sobre a história das corujas...",Aunque sabe mucho de la historia de los búhos.,不過他倒是很瞭解貓頭鷹的歷史嘛……,Ale na pewno zna swoją sowią historię...,"Men, han kjenner virkelig til uglenes historie...","Baina ondo ezagutzen du hontzen historia, alajaina...",Dungeon2Entrance/darkFigure,130
,Mechanic,...And it seems that he's following us.,...それとボクらを追ってきてるっぽい。,…그리고 우리를 따라오려는 것 같아.,……而且他好像在跟着我们。,"...И, кажется, он следит за нами.",… E sembra che ci stia seguendo.,... Y parece estar siguiéndonos.,... und er scheint uns zu folgen.,... E parece que ele está nos seguindo.,... Y parece estar siguiéndonos.,……而且他好像在跟著我們。,"...I wygląda na to, że podąża za nami.",...Og det virker som han forfølger oss.,...Eta jarraika dabilkigula dirudi.,Dungeon2Entrance/darkFigure,138
,Mechanic,"If he's got anything to do with the<nl>attack on Advent, <30>I'll make him pay!",アドヴェントへの攻撃があいつの<nl>せいなら、<30>つぐなわせてやる！,"만약 녀석이 어드벤트 침공과 관련 있다면,<nl><30>대가를 치르게 해 주지!",如果他和Advent的攻击<nl>有关系，<30>那我饶不了他！,"Если он как-то связан с атакой на Адвент,<nl> <30>я заставлю его за все заплатить!","Se ha qualcosa a che fare con l'attacco<nl>ad Advent, <30>gliela farò pagare!","¡Si tiene algo que ver con el<nl>ataque a Adviento, <30>me las pagará!","Wenn er irgendwas mit dem Angriff auf Advent<nl>zu tun haben sollte, <30>wird er dafür bezahlen!","Se ele estiver envolvido no<nl>ataque em Advent, <30>eu farei com que ele pague!","¡Si tiene algo que ver con el<nl>ataque a Adviento, <30>me las pagará!",如果他和Advent的攻擊<nl>有關係，<30>那我饒不了他！,"Jeżeli ma coś wspólnego z<nl>atakiem na Advent, <30>drogo za to zapłaci!","Hvis han har noe å gjøre<nl>med Advent, <30>skal han få svi!",Abenduko erasoarekin zerikusirik badu<nl>nik <30>ordainaraziko diot!,Dungeon2Entrance/darkFigure,172
,Mechanic,"Next time, <30>let's grab him!",次は<30>逃がさないぞ！,다음에 만나게 되면 <30>붙잡아 버리자고!,下次，<30>我们抓住他吧！,В следующий раз <30>давайте его схватим!,"La prossima volta, <30>non lasciamolo scappare!",¿Y si la próxima vez <30>vamos a por él?,Beim nächsten Mal sollten wir <30>ihn schnappen!,"Da próxima vez, <30>vamos pegar ele!",¿Y si la próxima vez <30>vamos a por él?,下次，<30>我們抓住他吧！,Następnym razem <30>go schwytamy!,"Neste gang, <30>tar vi ham til fange!","Hurrengoan, <30>harrapa dezagun!",Dungeon2Entrance/darkFigure,181
,Alphonse,"H<5>m<5>m<5>m<5>, well, <30>we can certainly try.",ふ<5>う<5>む<5>、<30>あやつも気になるが...,"흐<5>으<5>으<5>음, 알겠네. <30>그러도록 하지.",好<5>吧<5>，<30>我们可以试一试。,"Х<5>м<5>м<5>, что ж, <30>попытаться можно.","M<5>m<5>m<5>h<5>, beh, <30>possiamo sicuramente provarci.","M<5>m<5>m<5>m<5>, bueno, <30>se puede intentar.","H<5>m<5>m<5>m<5>, nun, <30>wir können es gewiss versuchen.","H<5>u<5>m<5>m<5>, bem, <30>podemos tentar.","M<5>m<5>m<5>m<5>, bueno, <30>se puede intentar.",好<5>吧<5>，<30>我們可以試一試。,"H<5>m<5>m<5>m<5>, <30>na pewno możemy spróbować.","Hm, vel, <30>vi kan i det minste prøve.","M<5>m<5>m<5>m<5>, bai, <30>saia gaitezke.",Dungeon2Entrance/darkFigure,194
,Alphonse,But our most important task is to get<nl>to that <b>last relic<b> before Molstrom does!,今はモルストロムよりも先に<nl><b>最後の秘宝<b>を手に入れることが重要である！,하지만 우리의 최우선 목표는 <b>마지막 유물<b>을<nl>몰스트롬보다 먼저 입수하는 것일세! 잊지 말게나!,但我们最重要的任务是<nl>赶在Molstrom之前拿到<b>最后一块圣物<b>！,Но самая главная наша задача —<nl>добраться до <b>последней реликвии<b> раньше Мольстрома!,Ma la nostra missione è arrivare a<nl>quell'<b>ultima reliquia<b> prima di Molstrom!,¡Pero nuestra tarea más importante es llegar<nl>a la <b>última Reliquia<b> antes que Molstrom!,"Aber unsere wichtigste Aufgabe ist es,<nl>dieses <b>letzte Relikt<b> vor Molstrom zu bekommen!",Mas a nossa tarefa mais importante é<nl>pegar a <b>última relíquia<b> antes do Molstrom!,¡Pero nuestra tarea más importante es llegar<nl>a la <b>última Reliquia<b> antes que Molstrom!,但我們最重要的任務是<nl>趕在Molstrom之前拿到<b>最後一塊聖物<b>！,"Ale naszym najważniejszym zadaniem jest<nl>zdobycie <b>ostatniej relikwii,<b> zanim zrobi to Molstrom!",Men vår viktigste oppgave blir å<nl>få tak i den <b>siste Vådestenen<b> før Malstrøm!,"Baina gure zereginik garrantzizkoena<nl><b>azken erlikia<b> aurkitzea da, Molstromek eskuratu baino lehen!",Dungeon2Entrance/darkFigure,199
,Mechanic,"OK, guys. <30>I-I'm not a huge fan of dark caves and...",よし、みんな。<30>ボ、ボクは暗いとこが苦手だし...,"저기, <30>난 그다지 어두운 동굴을 좋아하지 않는데…",好了，伙计们。<30>我、我并不喜欢黑暗的洞窟而且……,"Так, ребята. <30>Я не большой любитель темных пещер, и...","Sentite, gente… <30>N-non vado matto per gli antri bui e...","Muy bien, chicos. <30>No... no soy muy fan de las cuevas oscuras y...","Okay, Leute! <30>I-Ich bin kein großer Fan von dunklen Höhlen und ...","OK, pessoal. <30>N-não gosto muito de cavernas escuras e...","Muy bien, chicos. <30>No... no soy muy fan de las cuevas oscuras y...",好了，夥計們。<30>我、我並不喜歡黑暗的洞窟而且……,Okej. <30>Ni-nie jestem wielkim miłośnikiem ciemnych jaskiń i...,"OK, folkens. <30>J-jeg er ikke en stor fan av mørke grotter og...","Hara, mutilok. <30>N-Ni ez naiz kobazulo ilunetan sartu zale eta...",Dungeon2Jungle/LightIntroDoor,80
,Mechanic,...I've heard <b><15>m[1]eat-<15>e[1]ating <15>gnats<b> thrive in these parts.,...この洞くつには、<b><15>[1]人<15>食[1]い<15>ブヨ<b>が出るらしい。,…거기다 <b><15>식[1]인 <15>[1]각다귀<b>들이 산다는 소문도 들리고…,我听说这里有许多<b><15>[1]喜欢<15>[1]吃肉的<15>虫子<b>。,"...Я слышал, что там живет <b><15>к[1]рово<15>ж[1]адная <15>гнусь<b>.",… E ho sentito che da queste parti vivono <b><15>i[1]nsetti <15>c[1]arnivori<b>!,... Me han dicho que hay <b><15>m[1]osquitos <15>c[1]arnívoros <15>a montones<b> por la zona.,"... ich habe gehört, dass es hier <b><15>f[1]leischfressende <15>Mücken<b> geben soll.",...Ouvi dizer que <b><15>m[1]osquitos <15>c[1]arnívoros<15><b> vivem por aqui.,... Me han dicho que hay <b><15>m[1]osquitos <15>c[1]arnívoros <15>a montones<b> por la zona.,我聽說這裡有許多<b><15>[1]喜歡<15>[1]吃肉的<15>蟲子<b>。,"...słyszałem, że <b>w tych okolicach żyją <15>m[1]ięsożerne-<15>o[1]wady<15>.",...Jeg har hørt at <b><15>k[1]jøtt<15>e[1]tende <15>mygg<b> trives her.,...Entzun dut inguruotan <b><15>eltxo h[1]aragi<15>j[1]ale mordoa daudela.,Dungeon2Jungle/LightIntroDoor,85
,Mechanic,"But, it's the only way forward!",けど、ほかに道はない！,하지만 길은 여기밖에 없는 거지?!,但，这是唯一的路！,Но это единственный путь вперед!,Ma è l'unico modo per andare avanti!,¡Pero es el único modo de avanzar!,"Aber es ist der einzige Weg, den wir nehmen können!",Mas é o único caminho para continuarmos!,¡Pero es el único modo de avanzar!,但，這是唯一的路！, Ale to jedyna droga naprzód!,"Men, det er eneste veien vi kan ta!","Baina, aurrera egiteko bide bakarra da!",Dungeon2Jungle/LightIntroDoor,97
,Alphonse,"I'll stand ready with my <b>musket<b>, Master Geddy!",わが<b>マスケット銃<b>におまかせを、ゲディどの！,"게디 선생, 내 <b>머스킷<b>의 불을 켜도 괜찮다네!",我会时刻准备着使用我的<b>火枪<b>，Geddy大师！,"Я буду наготове, и мой <b>мушкет<b> тоже, господин Гедди!","Terrò pronto il mio <b>moschetto<b>, Maestro Geddy!","¡Tengo el <b>mosquete <b>listo, maestro Geddy!","Ich bin mit meiner <b>Flinte<b> stets in Bereitschaft, Meister Geddy!","Ficarei atento com o meu <b>mosquete<b>, Mestre Geddy!","¡Tengo el <b>mosquete <b>listo, maestro Geddy!",我會時刻準備著使用我的<b>火槍<b>，Geddy大師！,"Będę czuwał z moim<b>muszkietem<b>, paniczu Geddy!","Jeg er klar med <b>geværet<b> mitt, mester Geddy.","Nire <b>mosketea<b> prestatuko dut, Maisu Geddy!",Dungeon2Jungle/LightIntroDoor,102
,Alphonse,"It's not much, but it may <b>provide us some light<b>.",多少は暗がりを<b>照らして<b>くれよう。,"넓게는 아니어도, <b>조금이나마 앞을 비춰줄 걸세<b>.",这不是什么重型武器，但可以<b>为我们提供一些火光<b>。,"Это, конечно, не мощный светильник, но <b>немного света нам даст<b>.","Non è un granché, ma almeno <b>farà un po' di luce<b>.","No es demasiado, pero igual <b>nos brinda cierta claridad<b>.","Es ist nicht viel, aber es könnte uns <b>etwas Licht bringen<b>.","Não é muito, mas poderá <b>fornecer um pouco de luz<b>.","No es demasiado, pero igual <b>nos brinda cierta claridad<b>.",這不是什麼重型武器，但可以<b>為我們提供一些火光<b>。,"To niewiele, ale może <b>w ten sposób trochę nam się rozjaśni<b>.","Det er ikke mye, men det kan <b>gi oss litt lys<b>.","Ez da askorik, baina <b>argi pixka bat emango digu<b>.",Dungeon2Jungle/LightIntroDoor,115
,Mechanic,"Thanks, Alphonse, that'll have to do!",ありがとう、アルフォンス。重宝しそうだ！,"고마워, 알폰스. 그정도면 충분할 거야!",谢谢，Alphonse，那就够了！,"Спасибо, Альфонс, так будет гораздо лучше!","Grazie, Alphonse, dovrà bastare!","¡Gracias, Alphonse, nos apañaremos con eso!","Danke, Alphonse, das muss reichen!","Obrigado, Alphonse, terá que ser assim!","¡Gracias, Alphonse, nos apañaremos con eso!",謝謝，Alphonse，那就夠了！,"Dzięki, Alphonse, to musi wystarczyć!","Takk Alfons, det vil hjelpe!","Milesker, Alphonse, horrekin moldatu beharko!",Dungeon2Jungle/LightIntroDoor,123
,Rasta,The captain will be pleased when we bring him this relic.,この秘宝を持ちかえれば、船長は満足されよう。,이 유물을 드리면 선장님께서 기뻐하실 거야.,我们把这件圣物带给船长，他会很高兴的。,"Капитан будет очень доволен, когда мы принесем ему реликвию.",Il capitano sarà contento quando gli porteremo questa reliquia.,El capitán se alegrará cuando le llevemos esta Reliquia.,"Es wird den Kapitän erfreuen, wenn wir ihm dieses Relikt bringen.",O capitão ficará contente quando levarmos esta relíquia.,El capitán se alegrará cuando le llevemos esta Reliquia.,我們把這件聖物帶給船長，他會很高興的。,"Kapitan będzie zadowolony, kiedy przyniesiemy mu tę relikwię.",Kapteinen blir fornøyd når vi gir ham denne Vådestenen.,Kapitaina asko poztuko duk erlikia hau eramaten diogunean.,Dungeon2Jungle/RastaAndRelic,25
